the_geom,cartodb_id,the_geom_webmercator,park,link,lat,lng,project,fiscalyear,hex
0101000020E61000009A931799801151C0562C7E53582B4640,68,0101000020110F00001D4410170AFE5CC1B2A22E36AB0C5541,Acadia National Park,https://www.nps.gov/acad/index.htm,44.338633,-68.273474,"Conserving WNS Affected Bat Populations in Acadia National Park Depends on Continued Surveillance, Mitigation, and Information Sharing",2018,#fa946e
0101000020E6100000B2F336363B2053C04359F8FA5A9D4240,69,0101000020110F0000B5A156EB5E3E60C13AC51585540E5141,Colonial National Historical Park,https://www.nps.gov/colo/index.htm,37.229339,-76.503614,Post-WNS Bat Assemblage at Colonial National Historical Park: Dormant Season Emphasis,2018,#fa946e
0101000020E6100000F0332E1C08A252C0C72FBC92E4614440,70,0101000020110F00004775AFF960A65FC1695CE8660BFD5241,Morristown National Historical Park,https://www.nps.gov/morr/index.htm,40.764788,-74.531745,Monitoring and Management of WNS-Affected Bats in Morristown National Historical Park,2018,#fa946e
0101000020E6100000ED0C535BEA4254C02810768A55EF4240,71,0101000020110F000054C2ACB93F3561C1847A833B26665141,New River Gorge National River,https://www.nps.gov/neri/index.htm,37.869798,-81.045554,Proposal to Gate Three Abandoned Mine Portals in New River Gorge National River,2018,#fa946e
0101000020E6100000FA415DA450CA52C08978EBFCDBF94340,72,0101000020110F0000DBEC3ED9CDEA5FC182A0A35117895241,Northeast Regional Office,https://www.nps.gov/orgs/1651/index.htm,39.952026,-75.161172,Develop Park Specific Bat Resource Briefs and Website Articles for 19 Northeast Parks,2018,#fa946e
0101000020E6100000772B4B74965853C0F98381E7DE994240,73,0101000020110F00000CBC1AFB3B6E60C1D6BC2B259D0A5141,Petersburg National Battlefield,https://www.nps.gov/pete/index.htm,37.202115,-77.384183,Expanded Dormant Season Bat Surveys at Petersburg National Battlefield,2018,#fa946e
0101000020E6100000EA58A5F44C5753C0164F3DD2E0B64240,74,0101000020110F0000D4363923246D60C14A7A642F97295141,Richmond National Battlefield Park,https://www.nps.gov/rich/index.htm,37.428736,-77.364072,Expanded Dormant Season Bat Surveys at Richmond National Battlefield Park,2018,#fa946e
0101000020E6100000E4D87A8670AB53C0D0807A336A264340,75,0101000020110F000061AA6CB399B460C1C1D9935495A15141,Shenandoah National Park,https://www.nps.gov/shen/index.htm,38.300116,-78.678743,Northern Long-eared Bat Materinity Colony Status at Shenandoah National Park,2018,#fa946e
0101000020E6100000ECA694D74AC352C040321D3A3DCF4440,76,0101000020110F00006580C11AE0DE5FC1F6E0D36575785341,Upper Delaware Scenic & Recreational River,https://www.nps.gov/upde/index.htm,41.619056,-75.051443,Post-WNS Inventory of the Upper Delaware Scenic & Recreational River Bat Community and Implement Protection for Significant Colonies,2018,#fa946e
0101000020E61000001215AA9B8BAC5EC0486C770FD0174540,77,0101000020110F00009C0590522B0D6AC1D030F6EF45CB5341,Klamath Network,https://www.nps.gov/im/klmn/index.htm,42.186037,-122.696021,"WNS Surveillance, Acoustic Monitoring, and Bat Habitat Management in Klamath Network Parks",2018,#fa946e
0101000020E61000009561DC0DA2605EC0CEFE40B96DDB4440,78,0101000020110F0000D3AE2866B2CC69C18606811F51865341,Lava Beds National Monument,https://www.nps.gov/labe/index.htm,41.714286,-121.509891,Bats on a Volcanic Landscape: Continuing Critical Reserach and Education - FY 2018,2018,#fa946e
0101000020E610000000000000000000004AD40B3ECD174140,79,0101000020110F00000000000000000000BBACC70E93ED4E41,Mediterranean Coast Network,https://www.nps.gov/im/medn/index.htm,34.185951,,Baseline Bat Monitoring and Launch of Mega Bat Conservation Campaign in Greater Los Angeles/San Diego Area,2018,#fa946e
0101000020E610000044334FAE29B65CC01553E9279CFD4140,80,0101000020110F0000FD5EF6DE7E6268C19664031C51655041,Mojave Desert Network,https://www.nps.gov/im/mojn/index.htm,35.981328,-114.846294,Implementing a Bat Monitoring Plan for the Mojave Desert Network of Parks,2018,#fa946e
0101000020E6100000FE9B1727BE875EC0001B1021AE604740,81,0101000020110F0000256B71ADE9ED69C135002D89E4835641,North Coast & Cascades Network,https://www.nps.gov/im/nccn/index.htm,46.755314,-122.120981,North Coast Cascades Network (NCCN) Bat Population Monitoring and WNS Surveillance,2018,#fa946e
0101000020E61000007D96E7C1DDD95EC0D865F84F370C4540,82,0101000020110F000005581808A9336AC17CAB3A95FDBD5341,Oregon Caves National Monument and Preserve,https://www.nps.gov/orca/index.htm,42.095438,-123.40416,"Continue Biometric Monitoring and Life Cycle Data Collection for WNS Susceptibility Modeling, and WNS Screening and Education at Oregon Caves National Monument and Preserve",2018,#fa946e
0101000020E610000000000048B1369DC1A94E07B29EEA4240,83,,San Francisco Bay Area Network,https://www.nps.gov/im/sfan/index.htm,37.832968,-122530898,Continue WNS Surveillance in the San Francisco Bay Area and Contribute to Regional Understanding of Risk Variables,2018,#fa946e
0101000020E610000033A8363811405DC081CEA44DD55D4740,84,0101000020110F00006F586D2D9ED768C152AA893C5D805641,Upper Columbia Basin Network,https://www.nps.gov/im/ucbn/index.htm,46.733072,-117.001051,North American Bat Monitoring Program (NABat) NPS-PWR Regional Coordination,2018,#fa946e
0101000020E610000091B6F1272AE25DC02B6D718DCFEE4240,85,0101000020110F000012C8E289496169C1920D181596655141,Yosemite National Park,https://www.nps.gov/yose/index.htm,37.865709,-119.533823,Big Wall Bats: Engaging Climbers in Bat Protection in the Age of WNS,2018,#fa946e
0101000020E61000007D96E7C1DDD95EC0D865F84F370C4540,86,0101000020110F000005581808A9336AC17CAB3A95FDBD5341,Oregon Caves National Monument and Preserve,https://www.nps.gov/orca/index.htm,42.095438,-123.40416,"Assess the Efficacy of UV-C to Reduce Pd Reservoirs in Cave Floor Sediments While Maintaining and/or Restoring Microbial Diversity at 3 parks (LABE, ORCA, MACA) in the Southeast and Pacific West Regions",2018,#fa946e
0101000020E6100000F98381E7DEB653C08C65FA25E2034340,87,0101000020110F0000552F53134FBE60C15E645025487C5141,Blue Ridge Parkway,https://www.nps.gov/blri/index.htm,38.030339,-78.857355,Acoustic and Hibernacula Surveys for Bats Affected by WNS,2018,#fa946e
0101000020E610000075AF93FAB2EC54C09ACE4E06474D4240,88,0101000020110F0000307E133E72C561C1A0C9FAB643B95041,Cumberland Gap National Historical Park,https://www.nps.gov/cuga/index.htm,36.60373,-83.698424,Batty About Bats - Bat Education Blitz at Cumberland Gap National Historical Park,2018,#fa946e
0101000020E610000013D55B035BE254C0D1AFAD9FFED74140,89,0101000020110F0000D8080B53A9BC61C15767E236E93D5041,Great Smoky Mountains National Park,https://www.nps.gov/grsm/index.htm,35.687458,-83.536805,Repair Cave Gate and Support Bat Monitoring in Great Smoky Mountains National Park,2018,#fa946e
0101000020E610000013D55B035BE254C0D1AFAD9FFED74140,90,0101000020110F0000D8080B53A9BC61C15767E236E93D5041,Great Smoky Mountains National Park,https://www.nps.gov/grsm/index.htm,35.687458,-83.536805,Management Implications of Winter Emergence Behavior in Indiana Bat and Tricolored Bat in Great Smoky Mountains National Park,2018,#fa946e
0101000020E61000004AB89047708655C0C5E40D30F3974240,91,0101000020110F000022F50D69044862C1F3F6BCE390085141,Mammoth Cave National Park,https://www.nps.gov/maca/index.htm,37.187109,-86.100603,"Managing WNS Impacts at Mammoth Cave National Park: Intervention, Management, and Interpretation 2018-2019",2018,#fa946e
0101000020E61000009A931799801151C0562C7E53582B4640,92,0101000020110F00001D4410170AFE5CC1B2A22E36AB0C5541,Acadia National Park,https://www.nps.gov/acad/index.htm,44.338633,-68.273474,Monitor Myotis Bats to Inform Best Management Practices,2016,#000000
0101000020E61000001C2444F9028E64C0E44A3D0B427B5040,93,0101000020110F0000BE19D232077571C11EB66991CACC6241,Bering Land Bridge National Preserve,https://www.nps.gov/bela/index.htm,65.925906,-164.437863,"Determine Occupancy, Habitat, Roosting, and Migration Patterns for Bats in Alaska National Parks",2016,#000000
0101000020E61000009C6A2DCC420854C0986C3CD8628F4240,94,0101000020110F0000E67A94016F0361C1C1FB7BBC70FF5041,Blue Ridge Parkway,https://www.nps.gov/blri/index.htm,37.120204,-80.129077,Acoustic Surveys for Bats Affected by WNS ,2016,#000000
0101000020E61000000116F9F5433157C0A86E2EFEB6FD4140,95,0101000020110F00004D15867C85B263C1F45CB4466D655041,Buffalo National River,https://www.nps.gov/buff/index.htm,35.982147,-92.769773,"WNS Surveillance, Acoustic Bat Monitoring, Education, and Protection Project for FY2016",2016,#000000
0101000020E61000004F07B29E5A8051C06A1492CCEAF74440,96,0101000020110F0000028F120455BA5DC198522841C9A65341,Cape Cod National Seashore,https://www.nps.gov/caco/index.htm,41.936853,-70.005531,"Fall Migration, Swarming, and Hibernation Ecology of Northern Long-Eared Bats and Implication for Ameliorating Impacts of WNS",2016,#000000
0101000020E61000007D0569C6A2235AC079C9FFE4EF124040,97,0101000020110F00006E33245B353366C1DAA6AF452DDC4C41,Carlsbad Caverns National Park,https://www.nps.gov/cave/index.htm,32.147946,-104.55681,Do Western Bat Species Possess Natural Defense to WNS?,2016,#000000
0101000020E61000008274B169A55055C009C6C1A563784140,98,0101000020110F0000633618CF541A62C119C20CEBCDB44F41,Chickamauga & Chattanooga National Military Park,https://www.nps.gov/chch/index.htm,34.940541,-85.260096,Evaluating Bat Community Structure Post-WNS,2016,#000000
0101000020E610000075AF93FAB2EC54C09ACE4E06474D4240,99,0101000020110F0000307E133E72C561C1A0C9FAB643B95041,Cumberland Gap National Historical Park,https://www.nps.gov/cuga/index.htm,36.60373,-83.698424,1. Batty About Bats - Bat Education Blitz and Acoustic Monitoring ; 2. Parameterizing the Risks Associated with Park Activities and the Likelihood of Human-Vectored WNS Spread,2016,#000000
0101000020E610000002B7EEE629E662C057CEDE196D914F40,100,0101000020110F0000CCB59DCE0D0D70C105AAFEEAD16B6141,Denali National Park & Preserve,https://www.nps.gov/dena/index.htm,63.136142,-151.192615,"Determine Occupancy, Habitat, Roosting, and Migration Patterns for Bats in Alaska National Parks",2016,#000000
0101000020E6100000A56ABB09BE2D5AC0FF4124438E4B4640,101,0101000020110F00001DB822B8CA3B66C1C30C7A1200335541,Devils Tower National Monument ,https://www.nps.gov/deto/index.htm,44.590279,-104.714724,"Hibernacula Identification, Bat Monitoring, and Education",2016,#000000
0101000020E61000005567B5C01EC152C02AADBF2500894440,102,0101000020110F000052E4E2872FDB5FC18C4870BCFF285341,Delaware Water Gap National Recreation Area,https://www.nps.gov/dewa/index.htm,41.070317,-75.017502,Continued Monitoring and Management of WNS-Affected Bats in the Delaware Water Gap NRA and Upper Delaware Scenic and Recreational River Corridor,2016,#000000
0101000020E6100000349C3237DFCB56C0F1B73D41628B4540,103,0101000020110F00000709206A685C63C120E401A8B3505441,Effigy Mounds National Monument,https://www.nps.gov/efmo/index.htm,43.088936,-91.185499,Assessment of Exposure by Bats to Psuedogymnoascus destructans (Pd) and Establishment of Long-Term Acoustic and Mist-Net Sampling Protocol for Bats in the Upper Mississippi River Valley,2016,#000000
0101000020E6100000B5E1B034F04852C021B1DD3D40534440,104,0101000020110F0000539E6F740B0F5FC109F9FDD9A3EC5241,Fire Island National Seashore,https://www.nps.gov/fiis/index.htm,40.650398,-73.139661,Habitat Utilization of Bats at Fire Island NS and Sagamore Hill NHS,2016,#000000
0101000020E6100000D4D2DC0A61725CC09AB1683A3B614840,105,0101000020110F000042810745ED2868C173CB70FB0EC85741,Glacier National Park,https://www.nps.gov/glac/index.htm,48.75962,-113.787173,Surveys to Detect for Presence of Northern Long-Eared Myotis,2016,#000000
0101000020E610000011C5E40D30AE5BC00F0D8B51D7C24240,106,0101000020110F000060F8E12B4D8267C1CC32A29264365141,Glen Canyon National Recreation Area,https://www.nps.gov/glca/index.htm,37.522196,-110.721683,"Assessing Bat Population Status, Trends, and Threats with NABat Protocols",2016,#000000
0101000020E6100000EDD79DEE3C075CC057B08D78B20D4240,107,0101000020110F0000077E2191EECD67C12C52CAE936765041,Grand Canyon National Park,https://www.nps.gov/grca/index.htm,36.107009,-112.113094,Estimating Bat Species Assemblages in the Absence of WNS,2016,#000000
0101000020E6100000853FC39B35AD5BC0030AF5F411E64540,108,0101000020110F0000B42BBB77788167C1C7B47E90C8BA5441,Grand Teton National Park,https://www.nps.gov/grte/index.htm,43.797423,-110.706397,"Bats, People, and Properties: Conservation and Conflict",2016,#000000
0101000020E610000031B1F9B836935CC03CDBA337DC7D4340,109,0101000020110F0000A1506737D04468C182EA7752AB005241,Great Basin National Park,https://www.nps.gov/grba/index.htm,38.983283,-114.300215,"Bat Demographics, Hibernacula, Occupancy, and Outreach ",2016,#000000
0101000020E6100000C6FA062637B656C0DB19A6B6D44D4740,110,0101000020110F00008C582ED6034A63C14FE9E5E18E6C5641,Great Lakes I&M Network,https://www.nps.gov/im/glkn/index.htm,46.608054,-90.847116,Expand Inventories and Institutionalize Bat Populations Monitoring and WNS Surveillance in Eight Parks in the Great Lakes Network ,2016,#000000
0101000020E610000013D55B035BE254C0D1AFAD9FFED74140,111,0101000020110F0000D8080B53A9BC61C15767E236E93D5041,Great Smoky Mountains National Park,https://www.nps.gov/grsm/index.htm,35.687458,-83.536805,"1. Support Bat Research, Management, and Monitoring; 2. Long-Term Monitoring of Endangered Bats After Declines from WNS; 3. Year 2: Survey of Building Used as Summer Roosts by Bats; 4. Year 2: Tricolored Bat Roost Tree and Cave Hibernacula Management",2016,#000000
0101000020E610000040F850A2254457C0782AE09EE7434140,112,0101000020110F0000C69D02BA8EC263C1B983533552484F41,Hot Springs National Park,https://www.nps.gov/hosp/index.htm,34.530506,-93.064797,Active and Passive Acoustic Monitoring for Presence/Absence of Myotic Bat Species ,2016,#000000
0101000020E6100000D36BB3B112F559C066868DB27EDD4540,113,0101000020110F0000166CA8A0A90B66C11A82F3F1B2B05441,Jewel Cave National Monument,https://www.nps.gov/jeca/index.htm,43.730429,-103.829266,Monitoring Cave and Forest Habitat Use by Bats ,2016,#000000
0101000020E61000001BF16437B35863C012143FC6DC4D4D40,114,0101000020110F0000C8909668546E70C15188E7B572E25E41,Katmai National Park & Preserve,https://www.nps.gov/katm/index.htm ,58.6083,-154.771877,"Determine Occupancy, Habitat, Roosting, and Migration Patterns for Bats in Alaska National Parks",2016,#000000
0101000020E61000007E8FFAEB151D56C0B69E211CB39E4740,115,0101000020110F0000FF17F238F6C762C164C0569E1FD15641,Keweenaw National Historical Park,https://www.nps.gov/kewe/index.htm,47.239841,-88.454463,Copper Mines as Critical Habitat,2016,#000000
0101000020E6100000A5DAA7E331EA60C00FB8AE9811BA4D40,116,0101000020110F000006C6139145BB6CC1A3A3DA5E0D955F41,Klondike Gold Rush National Historical Park,https://www.nps.gov/klgo/index.htm,59.453662,-135.31859,"Determine Occupancy, Habitat, Roosting, and Migration Patterns for Bats in Alaska National Parks",2016,#000000
0101000020E6100000F9307BD9764863C0289EB30584344E40,117,0101000020110F0000E607A6678A6070C1D81AF4BE50326041,Lake Clark National Park & Preserve,https://www.nps.gov/lacl/index.htm,60.410279,-154.264508,"Determine Occupancy, Habitat, Roosting, and Migration Patterns for Bats in Alaska National Parks",2016,#000000
0101000020E61000009561DC0DA2605EC0CEFE40B96DDB4440,118,0101000020110F0000D3AE2866B2CC69C18606811F51865341,Lava Beds National Monument,https://www.nps.gov/labe/index.htm,41.714286,-121.509891,"1. Characterizing Western Bat Hibernacula: Cave Morphology, Microclimate, and Microbiology; 2. Holding the Line: Pre-WNS Monitoring, Education, and Outreach",2016,#000000
0101000020E61000004AB89047708655C0C5E40D30F3974240,119,0101000020110F000022F50D69044862C1F3F6BCE390085141,Mammoth Cave National Park,https://www.nps.gov/maca/index.htm,37.187109,-86.100603,Managing WNS Impacts: Interpretation and Management 2016-2017,2016,#000000
0101000020E6100000266DAAEE912252C0DD94F25A09D14540,120,0101000020110F00009F28B755DFCD5EC154673C6D11A25441,Marsh-Billings-Rockefeller National Historical Park,https://www.nps.gov/mabi/index.htm,43.633098,-72.540157,Survey Post WNS Bat Populations in Marsh-Billings-Rockefeller NHP and Saint-Gaudens NHS,2016,#000000
0101000020E610000003EE79FEB43F53C016DA39CD026F4340,121,0101000020110F00004D5A74651A5960C1D855245775F05141,National Capital Parks-East,https://www.nps.gov/nace/index.htm,38.867273,-76.995422,Post-WNS Assessment of Bats ,2016,#000000
0101000020E61000008EB1135E82CD59C0BA30D28BDA094640,122,0101000020110F00008E74F5A20FEA65C1145818C4FCE45441,Northern Great Plains I&M Network,https://www.nps.gov/im/ngpn/index.htm,44.076982,-103.211082,Continue Acoustic Monitoring at Six Northern Great Plains Parks and Develop Outreach and Education Materials,2016,#000000
0101000020E610000069C9E369F9395CC0166BB8C83D0B4040,123,0101000020110F0000FEDF38B005F967C10ECD0D25BECC4C41,Organ Pipe Cactus National Monument,https://www.nps.gov/orpi/index.htm,32.087823,-112.905848,Train Organ Pipe Cactus NM Biologists on the Most Current Bat Survey and Monitoring Techniques,2016,#000000
0101000020E6100000ED6305BF0DBA56C0EC89AE0B3F764240,124,0101000020110F0000CE5E6C5B464D63C118C6A3AAB2E45041,Ozark National Scenic Riverways,https://www.nps.gov/ozar/index.htm,36.923799,-90.907089,Expanding Monitoring and Assessment of Overall Bat Health and Population Status as Related to WNS ,2016,#000000
0101000020E610000086A92D75909455C04298DBBDDC474740,125,0101000020110F0000E68AB2A1035462C128FC00B52E655641,Pictured Rocks National Lakeshore,https://www.nps.gov/piro/index.htm,46.561424,-86.321317,Documenting the Bat Community ,2016,#000000
0101000020E61000002DEBFEB1106052C081785DBF60714440,126,0101000020110F000071E3800054365FC1413A77A66C0E5341,Sagamore Hill National Historic Site,https://www.nps.gov/sahi/index.htm,40.885765,-73.501019,Habitat Utilization of Bats at Fire Island NS and Sagamore Hill NHS,2016,#000000
0101000020E6100000096EA46C911752C0E811A3E716C04540,127,0101000020110F00005F7875362FBB5EC157B1E722348E5441,Saint-Gaudens National Historic Site,https://www.nps.gov/saga/index.htm,43.500699,-72.368251,Survey Post WNS Bat Populations in Marsh-Billings-Rockefeller NHP and Saint-Gaudens NHS,2016,#000000
0101000020E6100000E4D87A8670AB53C0D0807A336A264340,128,0101000020110F000061AA6CB399B460C1C1D9935495A15141,Shenandoah National Park,https://www.nps.gov/shen/index.htm,38.300116,-78.678743,Continued Post-WNS Assessment of Bats ,2016,#000000
0101000020E610000033A8363811405DC081CEA44DD55D4740,129,0101000020110F00006F586D2D9ED768C152AA893C5D805641,Upper Columbia Basin I&M Network,https://www.nps.gov/im/ucbn/index.htm,46.733072,-117.001051,GS 5/7/9 Term Position North American Bat Monitoring (NABat) Northwestern Regional Coordinator ,2016,#000000
0101000020E6100000ECA694D74AC352C040321D3A3DCF4440,130,0101000020110F00006580C11AE0DE5FC1F6E0D36575785341,Upper Delaware Scenic & Recreational River,https://www.nps.gov/upde/index.htm,41.619056,-75.051443,Continued Monitoring ,2016,#000000
0101000020E61000007A1A3048FADA59C04089CF9D60CD4540,131,0101000020110F0000B87390F37FF565C14A249E7CC69D5441,Wind Cave National Park,https://www.nps.gov/wica/index.htm,43.604511,-103.421526,Continue Assessment of Bat Populations/WNS Surveillance Program,2016,#000000
0101000020E61000008EB0A888D3DF61C0139CFA40F2DC4E40,132,0101000020110F0000BEA71E5E805C6EC1D2DDC51430C66041,Wrangell-St Elias National Park & Preserve,https://www.nps.gov/wrst/index.htm,61.726143,-142.994572,"Determine Occupancy, Habitat, Roosting, and Migration Patterns for Bats in Alaska National Parks",2016,#000000
0101000020E6100000D2E4620CACA55BC01555BFD2F9364640,133,0101000020110F0000EE4715B1117B67C1C42AB0A07D1A5541,Yellowstone National Park,https://www.nps.gov/yell/index.htm,44.429499,-110.588626,A Comprehensive Monitoring Program for Bats in Yellowstone to Assess Impacts from WNS,2016,#000000
0101000020E6100000191C25AF4EE961C0D6E07D552E3E5040,134,0101000020110F0000312372209B6C6EC1DA225420EF4F6241,Yukon-Charley Rivers National Preserve,https://www.nps.gov/yuch/index.htm,64.971578,-143.290855,"Determine Occupancy, Habitat, Roosting, and Migration Patterns for Bats in Alaska National Parks",2016,#000000
